Date,Open,High,Low,Close,Adj Close,Volume
2020-04-13,38.540001,39.770000,37.740002,39.340000,38.357067,7839500
2020-04-14,39.990002,41.230000,39.439999,39.560001,38.571575,11818100
2020-04-15,38.110001,40.299999,38.110001,39.919998,38.922573,15353600
2020-04-16,40.090000,41.490002,39.130001,39.310001,38.327816,16673600
2020-04-17,40.000000,40.360001,39.250000,39.529999,38.542316,10024400
2020-04-20,38.180000,41.189999,38.180000,40.590000,39.575836,13365300
2020-04-22,40.930000,43.259998,40.799999,42.009998,40.960354,16155000
2020-04-23,42.450001,43.240002,40.610001,41.250000,40.219341,14004900
2020-04-24,40.419998,40.590000,35.360001,37.000000,36.075535,34044700
2020-04-27,38.000000,39.580002,37.860001,39.230000,38.249817,19189500
2020-04-28,40.759998,42.410000,39.700001,39.799999,38.805573,17481300
2020-04-29,40.660000,40.689999,38.840000,39.900002,38.903076,16166700
2020-04-30,39.290001,39.650002,38.029999,38.419998,37.460052,14480100
2020-05-04,37.869999,38.799999,37.700001,38.380001,37.421055,9890600
2020-05-05,38.549999,39.959999,38.540001,38.740002,37.772064,6951000
2020-05-06,38.689999,39.189999,37.549999,38.439999,37.479549,8165100
2020-05-07,38.820000,39.000000,36.849998,36.849998,35.929279,15718300
2020-05-08,37.830002,38.029999,37.090000,37.759998,36.816544,11463700
2020-05-11,37.599998,37.650002,36.439999,36.799999,35.880527,13148200
2020-05-12,36.980000,37.369999,35.580002,35.730000,34.837265,15003800
2020-05-13,36.450001,37.560001,36.060001,36.160000,35.256519,15972600
2020-05-14,35.639999,37.820000,35.369999,37.820000,36.875046,16697400
2020-05-15,39.000000,40.470001,38.470001,39.540001,38.552071,26029500
2020-05-18,40.759998,42.490002,40.439999,41.990002,40.940857,19394700
2020-05-19,41.299999,42.560001,40.720001,40.720001,39.702587,15107500
2020-05-20,40.970001,41.770000,40.080002,40.639999,39.624588,10597700
2020-05-21,41.080002,43.619999,40.810001,43.619999,42.530128,16047600
2020-05-22,43.340000,44.070000,42.720001,43.880001,42.783634,9338600
2020-05-25,45.150002,46.840000,45.009998,46.500000,45.338169,9877000
2020-05-26,46.500000,47.980000,45.900002,46.500000,45.338169,14016500
2020-05-27,47.389999,47.500000,45.970001,46.590000,45.425922,11077000
2020-05-28,46.009998,47.220001,45.750000,45.950001,44.801918,10682300
2020-05-29,46.000000,46.400002,44.619999,45.549999,44.411907,29888900
2020-06-01,44.830002,46.490002,44.830002,45.529999,44.392406,7503900
2020-06-02,46.000000,46.680000,45.570000,46.459999,45.299171,13800100
2020-06-03,47.080002,48.880001,47.080002,48.820000,47.600204,17725200
2020-06-04,48.310001,49.840000,47.910000,49.580002,48.341217,13161100
2020-06-05,50.799999,51.970001,48.810001,49.070000,47.843956,15744300
2020-06-08,49.349998,51.820000,49.349998,51.720001,50.427750,10005500
2020-06-09,51.049999,51.669998,50.799999,51.070000,49.793983,11314800
2020-06-10,51.599998,51.700001,50.340000,50.740002,49.472237,12835600
2020-06-12,49.279999,50.990002,48.799999,49.849998,48.604469,17344100
2020-06-15,49.000000,49.950001,48.400002,49.509998,48.272964,11595700
2020-06-16,50.599998,50.880001,48.700001,49.500000,48.263214,9254400
2020-06-17,49.990002,51.490002,49.700001,51.200001,49.920742,17471700
2020-06-18,50.570000,51.299999,50.220001,50.360001,49.101727,8655000
2020-06-19,51.040001,51.180000,50.139999,51.000000,49.725735,14057000
2020-06-22,51.150002,51.480000,49.799999,50.330002,49.072479,7461400
2020-06-23,50.830002,52.639999,50.650002,52.279999,50.973751,13526100
2020-06-24,52.310001,53.639999,51.709999,52.650002,51.334511,12097400
2020-06-25,52.799999,55.070000,52.639999,55.000000,53.625793,10747400
2020-06-26,54.639999,55.189999,52.900002,53.450001,52.114521,9437500
2020-06-29,53.820000,54.959999,53.430000,54.959999,53.586792,8846200
2020-06-30,54.549999,55.980000,54.259998,55.090000,53.713547,13157500
2020-07-01,55.459999,56.919998,55.160000,56.029999,54.776020,10864700
2020-07-02,57.040001,57.200001,55.700001,56.200001,54.942215,7276000
2020-07-03,56.389999,56.520000,55.830002,56.500000,55.235500,2662400
2020-07-06,57.500000,58.000000,56.520000,56.520000,55.255054,6628200
2020-07-07,56.549999,57.599998,56.250000,57.169998,55.890507,9038800
2020-07-08,57.610001,60.889999,57.230000,60.650002,59.292622,13847100
2020-07-09,60.970001,60.970001,58.439999,58.889999,57.572010,13494000
2020-07-10,58.799999,59.980000,57.599998,59.950001,58.608288,8017100
2020-07-13,60.349998,61.560001,59.599998,59.889999,58.549633,9854100
2020-07-14,60.009998,61.950001,59.680000,61.139999,59.771656,10379700
2020-07-15,62.099998,62.290001,61.270000,61.889999,60.504868,10551100
2020-07-16,61.750000,62.150002,60.619999,61.500000,60.123596,14373300
2020-07-17,62.150002,64.050003,61.720001,63.889999,62.460110,12723000
2020-07-20,64.300003,67.400002,63.860001,67.400002,65.891556,14663200
2020-07-21,68.150002,69.750000,65.480003,66.129997,64.649979,14666700
2020-07-22,66.449997,67.449997,65.529999,66.699997,65.207214,9953700
2020-07-23,67.230003,67.500000,64.800003,65.519997,64.053627,9096000
2020-07-24,65.540001,66.050003,64.400002,65.349998,63.887436,9099800
2020-07-27,65.400002,66.889999,65.260002,66.230003,64.747742,8883700
2020-07-28,66.220001,66.220001,63.750000,65.230003,63.770123,12943800
2020-07-29,65.500000,65.620003,63.860001,64.629997,63.183544,10351200
2020-07-30,63.619999,65.059998,63.000000,64.610001,63.163998,8076300
2020-07-31,65.339996,65.339996,62.689999,63.439999,62.020180,12166200
2020-08-03,63.500000,64.650002,62.779999,63.889999,62.460110,10422000
2020-08-04,63.000000,64.290001,62.080002,63.220001,61.805103,12445900
2020-08-05,63.919998,65.000000,62.610001,63.500000,62.078838,11093000
2020-08-06,63.560001,64.550003,62.930000,64.050003,62.616531,6598700
2020-08-07,63.000000,63.990002,61.779999,62.549999,61.150097,9932600
2020-08-10,62.599998,62.950001,59.650002,62.250000,60.856812,9175100
2020-08-11,63.200001,63.320000,60.560001,60.840000,59.478367,12073600
2020-08-12,61.200001,62.730000,60.400002,61.500000,60.123596,13910800
2020-08-13,62.250000,62.840000,59.950001,60.650002,59.292622,13723400
2020-08-14,60.450001,62.139999,60.320000,60.570000,59.214409,12768300
2020-08-17,60.889999,61.189999,57.130001,58.099998,56.799690,17956600
2020-08-18,59.650002,62.119999,59.200001,61.799999,60.416885,13395000
2020-08-19,62.009998,62.110001,59.310001,59.570000,58.236794,10809700
2020-08-20,58.150002,62.419998,57.880001,62.340000,60.944798,19184600
2020-08-21,61.490002,61.639999,60.119999,60.970001,59.605461,11563200
2020-08-24,61.470001,61.560001,58.980000,60.900002,59.537029,12417300
2020-08-25,60.840000,62.299999,60.619999,61.849998,60.465763,11382700
2020-08-26,61.599998,62.799999,59.320000,60.500000,59.145977,14974000
2020-08-27,60.619999,61.130001,59.500000,60.279999,58.930901,9004400
2020-08-28,60.500000,61.349998,60.099998,61.020000,59.654343,7367100
2020-08-31,60.529999,60.619999,58.630001,58.799999,57.484028,17791900
2020-09-01,59.340000,60.290001,59.259998,60.049999,58.706051,12563900
2020-09-02,60.099998,60.349998,59.000000,59.970001,58.627842,7271100
2020-09-03,60.200001,60.669998,56.299999,57.820000,56.525959,25880200
2020-09-04,58.000000,58.330002,56.099998,58.330002,57.024548,30338400
2020-09-08,57.110001,58.110001,56.410000,57.040001,55.763416,9902000
2020-09-09,57.759998,58.599998,56.630001,58.259998,56.956112,10822200
2020-09-10,58.299999,58.299999,55.849998,56.000000,54.746693,11145300
2020-09-11,56.099998,56.919998,55.509998,56.020000,54.766243,10986100
2020-09-14,56.849998,58.849998,56.630001,58.730000,57.415588,11303300
2020-09-15,58.900002,58.990002,57.169998,57.279999,55.998043,7545200
2020-09-16,57.570000,57.880001,56.939999,57.020000,55.743862,7202900
2020-09-17,56.299999,56.889999,55.849998,56.680000,55.411472,8491000
2020-09-18,56.160000,57.900002,55.509998,56.130001,54.873783,16975100
2020-09-21,55.060001,56.099998,54.450001,56.099998,54.844452,11424500
2020-09-22,56.110001,57.790001,55.730000,57.360001,56.076256,9398800
2020-09-23,56.799999,57.570000,55.450001,55.889999,54.639153,9977900
2020-09-24,55.720001,59.200001,55.660000,58.970001,57.650219,17040300
2020-09-25,57.790001,57.930000,56.619999,57.349998,56.834236,8276700
2020-09-28,58.180000,58.270000,54.560001,55.009998,54.515282,14513300
2020-09-29,55.029999,56.160000,53.330002,53.650002,53.167515,14331700
2020-09-30,54.200001,55.560001,53.990002,55.009998,54.515282,10752400
2020-10-01,55.330002,55.330002,53.799999,54.529999,54.039600,11522200
2020-10-02,54.150002,55.410000,53.060001,53.259998,52.781021,10869700
2020-10-05,53.290001,55.820000,53.189999,55.750000,55.248631,11530000
2020-10-06,56.250000,56.459999,53.410000,53.759998,53.276524,13821700
2020-10-07,54.250000,54.689999,53.209999,53.709999,53.226974,15364400
2020-10-08,53.990002,55.000000,53.689999,54.849998,54.356720,11961800
2020-10-09,54.630001,55.410000,54.029999,54.709999,54.217979,7548000
2020-10-13,55.049999,55.279999,54.220001,54.799999,54.307171,8568100
2020-10-14,55.250000,56.790001,55.029999,56.380001,55.872963,12766700
2020-10-15,55.060001,55.970001,54.709999,55.610001,55.109890,9752400
2020-10-16,55.070000,56.060001,54.299999,54.340000,53.851311,9976800
2020-10-19,54.549999,56.959999,54.500000,56.139999,55.635120,11705000
2020-10-20,56.160000,57.910000,56.139999,57.900002,57.379295,14118800
2020-10-21,57.580002,58.500000,57.119999,57.369999,56.854057,8594700
2020-10-22,57.520000,57.660000,55.919998,56.070000,55.565750,14781900
2020-10-23,56.099998,56.200001,54.560001,54.799999,54.307171,11609800
2020-10-26,54.740002,55.849998,53.849998,54.980000,54.485554,8992000
2020-10-27,54.900002,55.230000,52.680000,52.750000,52.275608,17000200
2020-10-28,51.700001,52.400002,50.830002,51.330002,50.868382,17760100
2020-10-29,50.700001,53.490002,50.380001,52.980000,52.503540,18233700
2020-10-30,52.500000,52.700001,50.689999,51.049999,50.590897,11837000
2020-11-03,51.799999,52.299999,50.560001,50.970001,50.511616,12160900
2020-11-04,51.509998,54.240002,51.490002,54.099998,53.613464,15113800
2020-11-05,55.000000,56.639999,55.000000,56.610001,56.100895,17793700
2020-11-06,55.830002,56.880001,55.320000,56.619999,56.110802,8536200
2020-11-09,57.650002,58.299999,53.430000,53.849998,53.365715,22626700
2020-11-10,53.849998,56.099998,53.619999,54.099998,53.613464,16637300
2020-11-11,54.450001,55.970001,53.919998,55.400002,54.901779,11365000
2020-11-12,55.570000,55.709999,53.330002,53.779999,53.296345,15954900
2020-11-13,54.340000,54.599998,52.529999,53.700001,53.217064,27851600
2020-11-16,54.250000,54.869999,52.820000,53.400002,52.919765,19115700
2020-11-17,53.400002,53.900002,52.869999,53.549999,53.068413,16726200
2020-11-18,53.500000,54.869999,53.029999,54.049999,53.563915,20114800
2020-11-19,54.250000,55.320000,53.820000,55.320000,54.822495,16531700
2020-11-23,54.619999,54.990002,53.599998,54.090000,53.603558,8096300
2020-11-24,54.000000,55.709999,53.360001,55.700001,55.199078,14279100
2020-11-25,55.639999,56.730000,55.419998,56.610001,56.100895,11266400
2020-11-26,56.290001,57.099998,55.869999,57.000000,56.487389,7414000
2020-11-27,57.099998,57.290001,56.349998,56.900002,56.388287,10995800
2020-11-30,56.599998,57.000000,55.830002,56.130001,55.625214,21827700
2020-12-01,56.799999,57.189999,56.180000,56.779999,56.269363,10584600
2020-12-02,56.799999,59.639999,56.750000,59.599998,59.064003,18088500
2020-12-03,59.880001,60.419998,58.459999,58.889999,58.360390,15174900
2020-12-04,59.150002,59.459999,57.930000,58.770000,58.241470,10937900
2020-12-07,58.430000,59.110001,57.459999,58.459999,57.934258,11022300
2020-12-08,58.459999,58.779999,57.520000,58.119999,57.597313,9282800
2020-12-09,57.799999,58.160000,56.279999,56.650002,56.140537,16050900
2020-12-10,56.840000,58.349998,54.860001,58.209999,57.686504,18219700
2020-12-11,58.099998,59.169998,57.240002,58.840000,58.310841,11305800
2020-12-14,59.259998,59.400002,57.619999,58.279999,57.755875,7969200
2020-12-15,58.279999,59.230000,57.970001,58.880001,58.350479,9579700
2020-12-16,58.869999,61.130001,58.540001,60.549999,60.005459,20950500
2020-12-17,60.599998,61.540001,60.009998,60.450001,59.906361,12027200
2020-12-18,60.480000,61.099998,59.740002,59.799999,59.262207,12108700
2020-12-21,58.500000,59.779999,57.750000,59.000000,58.469402,10282900
2020-12-22,59.450001,60.389999,58.970001,60.279999,59.737888,7528700
2020-12-23,60.400002,60.840000,59.900002,59.990002,59.450500,5252100
2020-12-28,60.150002,61.500000,59.799999,61.500000,60.946918,6516200
2020-12-29,61.549999,61.970001,61.020000,61.820000,61.264038,5743500
2020-12-30,61.889999,62.180000,61.590000,61.980000,61.422600,15050400
2021-01-04,62.139999,62.590000,60.619999,60.980000,60.980000,8425100
2021-01-05,60.650002,61.939999,59.660000,61.099998,61.099998,9934300
2021-01-06,61.110001,61.250000,59.029999,60.099998,60.099998,17140800
2021-01-07,59.799999,62.040001,59.740002,61.779999,61.779999,9267400
2021-01-08,61.970001,63.840000,61.490002,62.689999,62.689999,13956700
2021-01-11,62.000000,62.669998,58.450001,60.110001,60.110001,17424400
2021-01-12,60.470001,62.169998,59.590000,61.849998,61.849998,11508300
2021-01-13,61.950001,62.400002,61.040001,62.099998,62.099998,9088800
2021-01-14,62.389999,63.000000,61.299999,61.660000,61.660000,7989200
2021-01-15,60.610001,61.380001,59.340000,59.820000,59.820000,16972100
2021-01-18,60.080002,61.450001,59.919998,60.799999,60.799999,8255200
2021-01-19,61.000000,61.599998,59.959999,60.590000,60.590000,7156000
2021-01-20,60.830002,61.360001,59.500000,60.000000,60.000000,8307500
2021-01-21,60.000000,60.900002,58.060001,58.099998,58.099998,11393400
2021-01-22,57.490002,59.090000,56.810001,58.549999,58.549999,13255900
2021-01-26,58.360001,59.599998,57.799999,59.299999,59.299999,12843700
2021-01-27,58.970001,59.889999,58.700001,59.009998,59.009998,10513300
2021-01-28,59.000000,61.400002,58.900002,61.290001,61.290001,9297600
2021-01-29,60.500000,60.990002,59.049999,59.799999,59.799999,15603800
2021-02-01,60.400002,62.020000,60.000000,61.250000,61.250000,11979200
2021-02-02,62.000000,63.680000,61.880001,62.689999,62.689999,13795000
2021-02-03,63.060001,64.099998,62.299999,62.959999,62.959999,13281500
2021-02-04,62.900002,62.939999,61.709999,62.439999,62.439999,6958300
2021-02-05,62.650002,63.950001,62.500000,63.450001,63.450001,7719700
2021-02-08,62.790001,63.389999,62.009998,62.509998,62.509998,8492600
2021-02-09,61.970001,62.419998,61.080002,62.220001,62.220001,6591300
2021-02-10,62.330002,62.750000,59.900002,60.049999,60.049999,13648400
2021-02-11,60.529999,60.950001,59.290001,60.320000,60.320000,16945100
2021-02-12,60.099998,60.279999,59.099998,59.860001,59.860001,11741600
2021-02-17,null,null,null,null,null,null
2021-02-18,58.700001,59.419998,57.900002,58.020000,58.020000,16559700
2021-02-19,57.990002,59.090000,57.619999,58.049999,58.049999,10931200
2021-02-22,56.049999,56.400002,53.930000,55.740002,55.740002,33319400
2021-02-23,55.709999,56.299999,54.970001,55.340000,55.340000,24001500
